#ACoolDataset - List of Active
﻿LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000309680-0001-9,PETER MARSHALL ENTERPRISES INC,,16714 OAK VIEW DRIVE,ENCINO,91436-3238,16714 OAK VIEW 91436-3238,POST OFFICE BOX #261999,ENCINO,91426-1999,541600,"Management, scientific, & technical consulting services",5,01/01/1992,,"(34.1574, -118.498)"
0000309707-0001-0,FREDERICK M GROSSI & ASSOCIATES INC,GROSSI & ASSOCIATES/EK WILLIAMS & CO,9029 RESEDA BLVD #210,NORTHRIDGE,91324-3932,9029 RESEDA 91324-3932,,,,541219,Other accounting services,12,01/01/1990,,"(34.2343, -118.536)"
0000309709-0001-9,KLARA KOCSIS CO TR KLARA KOCSIS TRUST,,11138 VENTURA BLVD,STUDIO CITY,91604-3133,11138 VENTURA 91604-3133,10916 WRIGHTWOOD LANE,STUDIO CITY,91604-3954,531100,Lessors of real estate (including mini warehouses & self-storage units),2,02/18/1986,,"(34.1416, -118.3732)"
0000309719-0001-2,RICHARD ARONOFF ET AL,AKA ENTERPRISES,6412 VARIEL AVENUE,WOODLAND HILLS,91367-2518,6412 VARIEL 91367-2518,19921 TURNBERRY DRIVE,TARZANA,91356-5634,,,3,01/01/1987,,"(34.1866, -118.5927)"
0000309723-0001-9,INPUT 1 LLC,,6200 CANOGA AVENUE SUITE #400,WOODLAND HILLS,91367-2459,6200 CANOGA 91367-2459,,,,,,3,03/01/1994,,"(34.1828, -118.5973)"
0000309752-0001-5,THE KILMANJARO CORPORATION,,3484 COY DRIVE,SHERMAN OAKS,91423-4530,3484 COY 91423-4530,,,,451211,Book stores,4,01/01/1987,,"(34.1344, -118.4448)"
0000309785-0001-0,RODNEY GLEICHER ET AL,BEVERLY-FORMOSA,9970 GLENOAKS BLVD SUITE #C,SUN VALLEY,91352-1070,9970 GLENOAKS 91352-1070,9970 GLENOAKS BLVD #C,SUN VALLEY,91352-1070,531100,Lessors of real estate (including mini warehouses & self-storage units),6,10/10/1987,,"(34.2516, -118.3894)"
0000309789-0001-8,MAKE BELIEVE FILMS INC,,3946 VENTURA CANYON AVENUE,SHERMAN OAKS,91423-4742,3946 VENTURA CANYON 91423-4742,,,,512100,Motion picture & video industries (except video rental),4,03/12/1993,,"(34.1421, -118.429)"
0000309797-0001-2,M E NEUHOFF INC,,16157 ROYAL OAK ROAD,ENCINO,91436-3915,16157 ROYAL OAK 91436-3915,16311 VENTURA BLVD ##965,ENCINO,91436-4340,531210,Offices of real estate agents & brokers,5,12/27/1987,,"(34.1418, -118.4834)"
0000309816-0001-7,WALTCO MACHINERY SALES INC,SHELLY TUCKER ENTERPRISES,6919 FIRMAMENT AVENUE,VAN NUYS,91406-5106,6919 FIRMAMENT 91406,,,,423800,"Machinery, equipment, & supplies",6,12/30/1991,,"(34.1968, -118.4727)"
0000309820-0001-3,DAVID S/MITZI GOLD,DAVID & MITZI GOLD,11434 VENTURA BLVD #102,STUDIO CITY,91604-3145,11434 VENTURA 91604-3145,POST OFFICE BOX #261126,ENCINO,91426-1126,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1984,,"(34.1395, -118.3802)"
0000309841-0001-5,NORTHPORT PRODUCTIONS INC,,9944 SHOUP AVENUE,CHATSWORTH,91311-2740,9944 SHOUP 91311-2740,,,,541600,"Management, scientific, & technical consulting services",12,01/01/1989,,"(34.2505, -118.6147)"
0000309854-0001-2,ARTIST VIEW ENTERTAINMENT INC,,4425 IRVINE AVENUE,STUDIO CITY,91602-1913,4425 IRVINE 91602-1913,7141 VALJEAN AVENUE SUITE #200,VAN NUYS,91406-3942,,,2,10/01/1991,,"(34.1505, -118.3855)"
0000309860-0001-8,RICHARD L ARONOFF ET AL,WARNER VANOWEN ASSOICATES,21010 VANOWEN STREET,CANOGA PARK,91303-2804,21010 VANOWEN 91303-2804,19921 TURNBERRY DRIVE,TARZANA,91356-5634,531100,Lessors of real estate (including mini warehouses & self-storage units),3,01/01/1987,,"(34.1937, -118.5908)"
0000309862-0001-7,A B 2,"A B 2, A CALIFORNIA PARTNERSHIP",19921 TURNBERRY DRIVE,TARZANA,91356-5634,19921 TURNBERRY 91356-5634,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),3,01/01/1987,,"(34.1411, -118.5677)"
0000309871-0001-6,JON COOK/ROBERT AIANI,TOPANGA PLACE UNIT J,9640 TOPANGA CANYON PLACE #J,CHATSWORTH,91311-0880,9640 TOPANGA CANYON 91311-0880,9036 RESEDA BLVD #203,NORTHRIDGE,91324-5896,531100,Lessors of real estate (including mini warehouses & self-storage units),12,01/01/1987,,"(34.2453, -118.6052)"
0000309874-0001-0,TRIPLE S CO LLC,TRIPLE S COMPANY LLC,12234 SHERMAN WAY,NORTH HOLLYWOOD,91605-5503,12234 SHERMAN 91605-5503,18111 GREEN MEADOW DRIVE,ENCINO,91316-4426,531100,Lessors of real estate (including mini warehouses & self-storage units),2,03/01/1992,,"(34.2011, -118.4)"
0000309882-0001-4,COMPOSITION TYPE INC,,22488 DOMINGO ROAD,WOODLAND HILLS,91364-2936,22488 DOMINGO 91364-2936,22488 DOMINGO ROAD,WOODLAND HILLS,91364-2936,323100,Printing & related support activities,3,11/01/1978,,"(34.1589, -118.6165)"
0000309893-0001-2,ZBOYZ TRUST,RONCAR PROPERTIES,4342 TUJUNGA AVENUE,STUDIO CITY,91604-2751,4342 TUJUNGA 91604-2751,11411 E LAS POSAS ROAD,SANTA ROSA VALLEY,93012-9211,531100,Lessors of real estate (including mini warehouses & self-storage units),2,11/01/1995,,"(34.1488, -118.3789)"
0000309909-0001-5,KATHLEEN F DAVIS/FLORENCE J YESCHKO,TOLUCA VILLAGE APARTMENTS,10255 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2545,10255 RIVERSIDE 91602-2545,4415 TALOFA AVENUE,TOLUCA LAKE,91602-2521,531100,Lessors of real estate (including mini warehouses & self-storage units),4,10/31/1995,,"(34.1522, -118.3542)"
0000309936-0001-2,ALPINE HARDWOOD FLOORS INC,,22516 GILMORE STREET,WEST HILLS,91307-3708,22516 GILMORE 91307-3708,,,,235520,Floor Laying and Other Floor Contractors (1997 NAICS),12,02/01/1995,,"(34.1877, -118.6175)"
0000309937-0001-7,ARD CORPORATION,,6330 VARIEL AVENUE #103,WOODLAND HILLS,91367-7705,6330 VARIEL 91367-7705,6330 VARIEL AVENUE #103,WOODLAND HILLS,91367-7705,561110,Office administrative services,3,01/01/1990,,"(34.185, -118.5927)"
0000310021-0001-3,LOUIS JOEL BIRGER INC,,20442 CORALINE CIRCLE,CHATSWORTH,91311-2506,20442 CORALINE 91311-2506,,,,424950,"Paint, varnish, & supplies",12,09/06/1989,,"(34.2629, -118.5789)"
0000310034-0001-1,ERICK YEHEZKIELOF,VICTORY BUILDING,14124 VICTORY BLVD,VAN NUYS,91401-1984,14124 VICTORY 91401-1984,5230 OTIS AVENUE,TARZANA,91356-4212,531100,Lessors of real estate (including mini warehouses & self-storage units),6,01/01/1991,,"(34.1866, -118.4404)"
0000310041-0001-1,JEROME M WAGNER ET AL,DAY-MAR ENTERPRISES,8021 REMMET AVENUE,CANOGA PARK,91304-4128,8021 REMMET 91304-4128,15315 MAGNOLIA BLVD #430,SHERMAN OAKS,91403-1187,531100,Lessors of real estate (including mini warehouses & self-storage units),3,01/01/1991,,"(34.2158, -118.6003)"
0000310050-0001-0,RICHARD S HELD,,7105 GERALD AVENUE,VAN NUYS,91406-3712,7105 GERALD 91406-3712,264 N SALTAIR AVENUE,LOS ANGELES,90049-2913,531100,Lessors of real estate (including mini warehouses & self-storage units),6,01/01/1990,,"(34.1993, -118.4934)"
0000310078-0001-3,BRIAN LALOR MULDOON,,18447 SAINT MORITZ DRIVE,TARZANA,91356-5716,18447 SAINT MORITZ 91356-5716,,,,423800,"Machinery, equipment, & supplies",3,01/01/1991,,"(34.1457, -118.5341)"
0000310104-0001-8,MAYAN PRODUCTIONS INC,,15060 VENTURA BLVD #300,SHERMAN OAKS,91403-2426,15060 VENTURA 91403-2426,,,,711300,"Promoters of performing arts, sports, & similar events",4,05/01/1995,,"(34.1529, -118.4611)"
0000310108-0001-6,HEALTH EDUCATION CONSULTANTS/C,,13011 MEADOWLARK AVENUE,GRANADA HILLS,91344-1229,13011 MEADOWLARK 91344-1229,,,,,,12,03/01/1993,,"(34.3055, -118.5096)"
0000310124-0001-5,LINDA RAPPAPORT,PRIORITY PROPERTIES,11519 DECENTE DRIVE,STUDIO CITY,91604-3869,11519 DECENTE 91604-3869,POST OFFICE BOX #1297,STUDIO CITY,91614-0297,531210,Offices of real estate agents & brokers,2,01/01/1990,,"(34.136, -118.3819)"
0000310134-0001-9,"ROBERT IRVING PRODUCTIONS, INC",,23024 LEONORA DRIVE,WOODLAND HILLS,91367-6122,23024 LEONORA 91367-6122,,,,541510,Computer systems design & related services,3,01/01/1994,,"(34.1653, -118.628)"
0000310154-0001-6,DUNFIELD INC,,21757 DEVONSHIRE STREET UNIT #1A,CHATSWORTH,91311-2976,21757 DEVONSHIRE 91311-2976,,,,,,12,02/01/1995,,"(34.2572, -118.6032)"
0000310157-0001-0,CHARLES L FRANDSON ET AL,TAMPA NORDHOFF,9100 TAMPA AVENUE,NORTHRIDGE,91324-2727,9100 TAMPA 91324-2727,13830 CHANDLER BLVD,SHERMAN OAKS,91401-5814,531100,Lessors of real estate (including mini warehouses & self-storage units),12,01/01/1990,,"(34.2354, -118.5535)"
0000310162-0001-1,ARIODANTE PRODUCTIONS INC,,10450 MOORPARK STREET,TOLUCA LAKE,91602-2817,10450 MOORPARK 91602-2817,,,,541800,Advertising & related services,4,03/07/1989,,"(34.1504, -118.3588)"
0000310165-0001-4,MIDWICH ENTERTAINMENT INC,,13545 COLLINS STREET,VAN NUYS,91401-4552,13545 COLLINS 91401,,,,711300,"Promoters of performing arts, sports, & similar events",2,12/04/1987,,"(34.1739, -118.4283)"
0000310182-0001-8,18301-09 MALDEN APARTMENTS-ENCINO BILTMORE COMPANY LLC,,19456 VENTURA BLVD,TARZANA,91356-3091,19456 VENTURA 91356,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),3,06/01/1977,,"(34.1727, -118.5568)"
0000310195-0001-5,LINDA M SORGE,,5191 MARMOL DRIVE,WOODLAND HILLS,91364-3330,5191 MARMOL 91364-3330,5191 MARMOL DRIVE,WOODLAND HILLS,91364-3330,541219,Other accounting services,3,02/01/1990,,"(34.1631, -118.5919)"
0000310198-0001-9,FIVENT INC,,4339 CLEAR VALLEY DRIVE,ENCINO,91436-3317,4339 CLEAR VALLEY 91436-3317,,,,423500,Metal & mineral (except petroleum),5,01/01/1990,,"(34.15, -118.4857)"
0000310227-0001-7,LA VITAL LINK INC,L A VITAL LINK,5200 WHITE OAK AVENUE #55,ENCINO,91316-4519,5200 WHITE OAK 91316-4519,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",5,03/23/1992,,"(34.1653, -118.5185)"
0000310233-0001-2,CHERYL MERGAERT,CEM BUSINESS MANAGEMENT,14711 LEADWELL STREET,VAN NUYS,91405-1810,14711 LEADWELL 91405,,,,541219,Other accounting services,6,01/01/1987,,"(34.2039, -118.4532)"
0000310244-0001-1,AUDIOTEL LEASING INC,,21621 NORDHOFF STREET,CHATSWORTH,91311-5825,21621 NORDHOFF 91311-5825,,,,561300,Employment services,3,05/15/1994,,"(34.2354, -118.6008)"
0000310292-0001-0,SMART ALEC PRODUCTIONS INC,,15300 VENTURA BLVD SUITE #315,SHERMAN OAKS,91403-5870,15300 VENTURA 91403-5870,,,,711510,"Independent artists, writers, & performers",4,06/20/1987,,"(34.1538, -118.4662)"
0000310301-0001-1,PACIFIC COAST ENGRAVERS INC,PACIFIC ENGRAVERS,12455 BRANFORD STREET SUITE #10,ARLETA,91331-3463,12455 BRANFORD 91331-3463,,,,323100,Printing & related support activities,6,04/01/1952,,"(34.2478, -118.4036)"
0000310342-0001-0,MARKETING CONSULTANTS INC,,4453 HASKELL AVENUE,ENCINO,91436-3110,4453 HASKELL 91436-3110,10960 WILSHIRE BLVD FLOOR #5TH,LOS ANGELES,90024-3702,561300,Employment services,5,01/01/1987,,"(34.1524, -118.4741)"
0000310381-0001-0,HRAIR/SONIA AINTABLIAN,,4322 TUJUNGA AVENUE,STUDIO CITY,91604-2750,4322 TUJUNGA 91604-2750,5415 PARKMOR ROAD,CALABASAS,91302-1029,531100,Lessors of real estate (including mini warehouses & self-storage units),2,06/01/1979,,"(34.1484, -118.3789)"
0000310614-0001-2,VIOLIN HEATING & AIR CONDITIONING INC,,19355 BUSINESS CENTER DRIVE #9,NORTHRIDGE,91324-3531,19355 BUSINESS CENTER 91324-3531,POST OFFICE BOX #950127,MISSION HILLS,91395-0127,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",12,04/01/1952,,"(34.2309, -118.5538)"
0000310615-0001-7,KATHERINE G LAZIER,K L HAIR CO,11239 VENTURA BLVD SUITE #212,STUDIO CITY,91604-3167,11239 VENTURA 91604-3167,3134 LONDON LANE,OXNARD,93036-5350,812111,Barber shops,2,01/01/1996,,"(34.1416, -118.375)"
0000310680-0001-0,A TECH MACHINING INC,A TECH MACHINING,20219 NORDHOFF STREET,CHATSWORTH,91311-6213,20219 NORDHOFF 91311-6213,20219 NORDHOFF STREET,CHATSWORTH,91311-6213,423800,"Machinery, equipment, & supplies",3,01/25/1996,,"(34.2318, -118.5741)"
0000310694-0001-1,ALMA I ENRIQUEZ,,14924 SANDRA STREET,MISSION HILLS,91345-1615,14924 SANDRA 91345,10519 ENCINO AVENUE,GRANADA HILLS,91344-6022,812111,Barber shops,7,06/01/1997,,"(34.2707, -118.4575)"
0000310696-0001-1,LINDA PHAN,NAILS BY LINDA PHAN,10322  1/2 SEPULVEDA BLVD,MISSION HILLS,91345-2422,10322 SEPULVEDA 91345-2422,10139 WOODLEY AVENUE APARTMENT #112,NORTH HILLS,91343-1352,,,7,01/01/2004,,"(34.258, -118.4672)"
0000310735-0001-2,MICHELLE L VOLPE,COSMETICS BY MICHELLE,22732 ROSCOE BLVD,WEST HILLS,91304-3350,22732 ROSCOE 91304-3350,,,,561500,Travel arrangement & reservation services,12,01/05/1996,,"(34.2194, -118.6219)"
0000310763-0001-4,VAN HA,BEAUTIFUL NAILS,13947 FOOTHILL BLVD #109,SYLMAR,91342-8133,13947 FOOTHILL 91342-8133,,,,812113,Nail salons,7,02/01/1996,,"(34.3128, -118.4372)"
0000310788-0002-2,DAVID M ZAVATTO,ZAVATTO BROTHERS CONSTRUCTION,9745 OAKDALE AVENUE,CHATSWORTH,91311-5629,9745 OAKDALE 91311-5629,,,,233210,Single Family Housing Construction (1997 NAICS),12,03/01/2010,,"(34.2474, -118.5668)"
0000310790-0001-1,NSA CONSTRUCTION GROUP INC,,19562 VENTURA BLVD #219,TARZANA,91356-6053,19562 VENTURA 91356-6053,,,,233210,Single Family Housing Construction (1997 NAICS),3,01/31/1996,,"(34.1727, -118.5585)"
0000310795-0001-4,VAL MARK,MASTER PLUMBING,6520 BONNER AVENUE,NORTH HOLLYWOOD,91606-2704,6520 BONNER 91606-2704,POST OFFICE BOX #11243,BURBANK,91510-1243,561500,Travel arrangement & reservation services,2,04/18/2000,,"(34.1888, -118.3737)"
0000310805-0001-0,CLASSIC FURNITURE COLLECTION INC,,12420 MONTAGUE STREET #A,PACOIMA,91331-2144,12420 MONTAGUE 91331-2144,,,,442110,Furniture stores,7,02/06/1996,,"(34.2537, -118.4027)"
0000310820-0001-4,MORDCHAI BRAFMAN,,13659 VICTORY BLVD #297,VAN NUYS,91401-1735,13659 VICTORY 91401,,,,,,2,02/06/1996,,"(34.1866, -118.4307)"
0000310858-0001-1,GERCH/RIVKA GUTTMAN,MR KOSHER MEAT MARKET,17922 VENTURA BLVD,ENCINO,91316-3632,17922 VENTURA 91316-3632,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",5,02/01/1996,,"(34.1638, -118.5229)"
0000310864-0001-7,EM NGUYEN,,15510 1/2 COHASSET STREET,VAN NUYS,91406-3304,15510 COHASSET 91406-3304,,,,541320,Landscape architecture services,6,01/31/1996,,"(34.2066, -118.4709)"
0000310881-0001-1,VAROUJAN TINKJIAN,TINKJIAN ACCOUNTING/TAX SERVICES,17620 SHERMAN WAY SUITE #202,VAN NUYS,91406-3527,17620 SHERMAN 91406-3527,,,,541219,Other accounting services,6,02/06/1996,,"(34.201, -118.5171)"
0000310885-0001-9,JESUS RANGEL,JESSIE RANGEL LANDSCAPING,9421 SHARP AVENUE,ARLETA,91331-4731,9421 SHARP 91331-4731,,,,561730,Landscaping services,6,02/20/1996,,"(34.2409, -118.419)"
0000310886-0001-3,EDWIN TERAN,,22918 SHERMAN WAY,WEST HILLS,91307-2235,22918 SHERMAN 91307-2235,,,,561720,Janitorial services,12,06/14/2001,,"(34.2009, -118.6261)"
0000310887-0002-6,KIVORK DAKARMENJIAN,GP AUTO PARTS,9813 GLENOAKS BLVD,SUN VALLEY,91352-1016,9813 GLENOAKS 91352-1016,,,,441300,"Automotive parts, accessories, & tire stores",6,01/17/2012,,"(34.2481, -118.3858)"
0000310902-0001-4,NEIL MANGIA ENTERPRISES INC,NEWCO PRODUCTS,9428 ETON AVENUE SUITE #A & B,CHATSWORTH,91311-5866,9428 ETON 91311-5866,9428 ETON AVENUE SUITE #A,CHATSWORTH,91311-6954,423100,Motor vehicle & motor vehicle parts & supplies,12,01/22/1986,,"(34.2411, -118.5959)"
0000310914-0001-7,DOYLE PINNICK,DOYLE PINNICK CONSTRUCTION,24342 VANOWEN STREET,WEST HILLS,91307-2847,24342 VANOWEN 91307-2847,,,,,,12,06/20/2011,,"(34.1947, -118.6547)"
0000310921-0001-7,KAMO TSATURYAN,MEDALIAN CLEANERS,11011 VENTURA BLVD,STUDIO CITY,91604-3547,11011 VENTURA 91604-3547,1050 E VALENCIA AVENUE,BURBANK,91501-1551,,,2,02/07/1996,,"(34.1405, -118.3703)"
0000310941-0001-4,MARTIN L LITWIN,PARADIGM APARTMENT MANAGEMNT,15919 VANOWEN STREET,VAN NUYS,91406-4923,15919 VANOWEN 91406-4923,18401 BURBANK BLVD SUITE #202,TARZANA,91356-6603,,,6,02/12/1996,,"(34.1939, -118.4796)"
0000310954-0001-1,STEVE J CARTER,,6852 PETIT AVENUE,VAN NUYS,91406-4614,6852 PETIT 91406,,,,,,6,01/10/2007,,"(34.1953, -118.4971)"
0000310958-0001-0,MARTY W PETTY,BUFFALO PLUMBING,15031 KALISHER STREET,MISSION HILLS,91345-1226,15031 KALISHER 91345-1226,POST OFFICE BOX #950457,MISSION HILLS,91395-0457,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",7,02/22/2000,,"(34.2778, -118.46)"
0000311047-0001-5,NO LEGAL NAME,,7066 VAN NUYS BLVD,VAN NUYS,91405-3004,7066 VAN NUYS 91405,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,,,"(34.1988, -118.4487)"
0000311105-0001-0,DANA A DUBELL,,17304 VENTURA BLVD,ENCINO,91316-3904,17304 VENTURA 91316-3904,2762 AUTUMN RIDGE DRIVE,THOUSAND OAKS,91362-4946,812113,Nail salons,5,01/02/1986,,"(34.1608, -118.5099)"
0000311109-0001-8,KRUTCHIE INC,,6150 CANOGA AVENUE UNIT #440,WOODLAND HILLS,91367-3785,6150 CANOGA 91367-3785,23801 CALABASAS ROAD SUITE #2026,CALABASAS,91302-1664,711300,"Promoters of performing arts, sports, & similar events",3,03/06/1996,,"(34.1818, -118.5973)"
0000311225-0002-3,"FOTO FANTASY, INC.",,14006 RIVERSIDE DRIVE #BOOTH,SHERMAN OAKS,91423-1945,14006 RIVERSIDE 91423-1945,8 INDUSTRIAL WAY    #A,SALEM,03079-4873,454210,Vending machine operators,4,07/25/2003,,"(34.1576, -118.4381)"
0000311296-0001-5,"GOLDEN STATE WEST VALLEY CONVALESCENT HOSPITAL, INC",,13347 VENTURA BLVD,SHERMAN OAKS,91423-4267,13347 VENTURA 91423-4267,,,,,,4,01/01/1992,,"(34.1468, -118.4238)"
0000311322-0018-4,JOSEPH / CHANTEL BLASH JR,,10390 REMICK AVENUE,PACOIMA,91331-3658,10390 REMICK 91331-3658,,,,,,7,10/27/2006,,"(34.2583, -118.4345)"
0000311322-0047-8,JOSEPH / CHANTEL BLASH JR,,10390 REMICK AVENUE,PACOIMA,91331-3658,10390 REMICK 91331-3658,11101 CALABASH AVENUE,FONTANA,92337-7018,711100,Performing arts companies,7,04/19/2013,,"(34.2583, -118.4345)"
0000311322-0054-1,JOSEPH / CHANTEL BLASH JR,,5011 WHITE OAK AVENUE,ENCINO,91316-3724,5011 WHITE OAK 91316-3724,11101 CALABASH AVENUE,FONTANA,92337-7018,711100,Performing arts companies,5,04/29/2011,,"(34.1603, -118.5185)"
0000311322-0058-3,JOSEPH / CHANTEL BLASH JR,,13100 HUBBARD STREET,SYLMAR,91342-3304,13100 HUBBARD 91342-3304,11101 CALABASH AVENUE,FONTANA,92337-7018,711100,Performing arts companies,7,04/23/2011,,"(34.3179, -118.4184)"
0000311325-0001-3,WYCHWOOD PRODUCTIONS INC,,16161 VENTURA BLVD SUITE #C,ENCINO,91436-2523,16161 VENTURA 91436-2523,,,,,,5,09/23/1991,,"(34.1566, -118.4857)"
0000311338-0001-1,MARBLE MACHINERY IMPORTS INC,,18138 COLCHESTER WAY,NORTHRIDGE,91326-2021,18138 COLCHESTER 91326,18543 SHETLAND PLACE,GRANADA HILLS,91344-2024,423300,Lumber & other construction materials,12,09/30/1987,,"(34.2792, -118.5307)"
0000311371-0001-3,"SPLASH STUDIOS, LLC",MIKE YOUNG PRODUCTIONS LLC,21300 OXNARD STREET #100,WOODLAND HILLS,91367-5059,21300 OXNARD 91367-5059,21300 OXNARD STREET SUITE #100,WOODLAND HILLS,91367-5059,512100,Motion picture & video industries (except video rental),3,01/01/2009,,"(34.1792, -118.5957)"
0000311372-0001-8,STICK ENTERPRISES INC,,6011 WOODLAKE AVENUE,WOODLAND HILLS,91367-3238,6011 WOODLAKE 91367-3238,,,,451140,Musical instrument & supplies stores,3,07/25/1988,,"(34.1793, -118.632)"
0000311390-0001-6,DAVID M STRIKS/SARA PEARLMAN,PEARLMAN & STRIKS,6935 WOODLEY AVENUE,VAN NUYS,91406-4844,6935 WOODLEY 91406-4844,5246 LEGHORN AVENUE,SHERMAN OAKS,91401-6155,531100,Lessors of real estate (including mini warehouses & self-storage units),6,01/01/1987,,"(34.1965, -118.4836)"
0000311413-0001-9,PINTO-POACHER PRODUCTIONS INC,,16030 VENTURA BLVD #300,ENCINO,91436-2754,16030 VENTURA 91436-2754,16030 VENTURA BLVD #300,ENCINO,91436-2754,711300,"Promoters of performing arts, sports, & similar events",5,02/04/1987,,"(34.1561, -118.4821)"
0000311426-0001-6,ISIS DOSS,MONTANA OAKS,4324 VENTURA CANYON AVENUE,SHERMAN OAKS,91423-3758,4324 VENTURA CANYON 91423-3758,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),4,10/01/1987,,"(34.1487, -118.4296)"
0000311444-0001-4,TIERA ENTERPRISES /C,,13743 VENTURA BLVD #290,SHERMAN OAKS,91423-3091,13743 VENTURA 91423-3091,,,,531210,Offices of real estate agents & brokers,4,01/01/1990,,"(34.1482, -118.4325)"
0000311460-0001-3,JIM YORK,,13313 WINFIELD STREET,PANORAMA CITY,91402-4045,13313 WINFIELD 91402,,,,531210,Offices of real estate agents & brokers,6,,,"(34.2248, -118.4225)"
0000311461-0001-8,JOE ROSES,,10856 WOLCOTT PLACE,MISSION HILLS,91345-1850,10856 WOLCOTT 91345,,,,541219,Other accounting services,7,,,"(34.2671, -118.4564)"
0000311466-0001-1,LAURA REMSON MITCHELL,,19955 BLYTHE STREET,WINNETKA,91306-2360,19955 BLYTHE 91306-2360,,,,,,3,04/07/1997,,"(34.2147, -118.5679)"
0000311481-0001-5,CHICAGO GOOSE PRODUCTIONS INC,,15060 VENTURA BLVD #300,SHERMAN OAKS,91403-2426,15060 VENTURA 91403-2426,,,,711300,"Promoters of performing arts, sports, & similar events",4,01/01/1987,,"(34.1529, -118.4611)"
0000311490-0001-4,JACQUELIN GREENE ET AL,"QUINTON, GREENE, WACO PARTNERSHIP",12304 MONTAGUE STREET,PACOIMA,91331-2233,12304 MONTAGUE 91331-2213,18765 HILLSBORO ROAD,NORTHRIDGE,91326-3909,531100,Lessors of real estate (including mini warehouses & self-storage units),7,01/01/1987,,"(34.2551, -118.4009)"
0000311499-0001-5,STEPHEN CRAGG PRODUCTION INC,,15400 SHERMAN WAY #380,VAN NUYS,91406-4211,15400 SHERMAN 91406,15400 SHERMAN WAY #380,VAN NUYS,91406-4211,711300,"Promoters of performing arts, sports, & similar events",6,02/01/1990,,"(34.2011, -118.4684)"
0000311522-0001-6,MARKSMAN INDUSTRIES INC,,12954 BLOOMFIELD STREET,STUDIO CITY,91604-1401,12954 BLOOMFIELD 91604-1401,,,,424990,Other miscellaneous nondurable goods,2,06/01/1991,,"(34.1493, -118.4149)"
0000311531-0001-5,JAMES Y LEE CPA,,16133 VENTURA BLVD #700,ENCINO,91436-2406,16133 VENTURA 91436-2406,,,,541219,Other accounting services,5,02/01/1993,,"(34.1565, -118.4847)"
0000311536-0002-6,TIENCHAI SURINARINTR,BASKIN-ROBBINS,8329 LAUREL CANYON BLVD,SUN VALLEY,91352-3809,8329 LAUREL CANYON 91352-3809,,,,445290,Home furnishings stores,6,01/01/2011,,"(34.2221, -118.3964)"
0000311546-0001-1,HINDIN/OWEN/ENGELKE INC,,22935 VENTURA BLVD #203,WOODLAND HILLS,91364-1296,22935 VENTURA 91364-1296,22451 HATTERAS STREET,WOODLAND HILLS,91367-4516,523900,Other financial investment activities (including investment advice),3,05/01/1980,,"(34.1651, -118.6262)"
0000311547-0002-4,PROVIDENCIA LLC,,9023 SEPULVEDA BLVD,NORTH HILLS,91343-4307,9023 SEPULVEDA 91343-4307,6569 VAN NUYS BLVD,VAN NUYS,91401-1442,445100,Grocery stores (including supermarkets & convenience stores without gas),7,09/01/2005,,"(34.234, -118.4677)"
0000311547-0003-2,PROVIDENCIA LLC,,6569 VAN NUYS BLVD,VAN NUYS,91401-1442,6569 VAN NUYS 91401-1442,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),6,06/28/1999,,"(34.1901, -118.4487)"
0000311560-0001-1,OZLA PICTURES INC,,17334 WENTZEL WAY,GRANADA HILLS,91344-7503,17334 WENTZEL 91344-7503,9401 WILSHIRE BLVD #700,BEVERLY HILLS,90212-2944,561110,Office administrative services,12,01/10/1994,,"(34.3058, -118.5108)"
0000311567-0001-3,JANICE WONG,,19529 TULSA STREET,NORTHRIDGE,91326-2249,19529 TULSA 91326-2249,19529 TULSA STREET,NORTHRIDGE,91326-2249,531100,Lessors of real estate (including mini warehouses & self-storage units),12,06/06/2003,,"(34.2688, -118.5589)"
0000311599-0001-3,CAPITAL BROADCASTING CORP,,5220 CAMPO ROAD,WOODLAND HILLS,91364-1927,5220 CAMPO 91364-1927,,,,711300,"Promoters of performing arts, sports, & similar events",3,01/20/1995,,"(34.1636, -118.5982)"
0000311601-0001-2,AGM CONCEPTS INC,AGM CONCEPTS,15701 ROYAL OAK ROAD,ENCINO,91436-3907,15701 ROYAL OAK 91436-3907,,,,424990,Other miscellaneous nondurable goods,5,01/01/1995,,"(34.1436, -118.4753)"
